region,Gradient_1_loading,Gradient_2_loading,Gradient_3_loading,Gradient_4_loading,Gradient_5_loading,Gradient_6_loading,Gradient_7_loading,Gradient_8_loading,Gradient_9_loading,Gradient_10_loading,Gradient_11_loading,Gradient_12_loading,Gradient_13_loading,Gradient_14_loading,Gradient_15_loading,Gradient_16_loading,Gradient_17_loading,Gradient_18_loading,Gradient_19_loading,Gradient_20_loading,Gradient_21_loading,Gradient_22_loading,Gradient_23_loading,Gradient_24_loading,Gradient_25_loading,Gradient_26_loading,Gradient_27_loading,Gradient_28_loading,Gradient_29_loading,Gradient_30_loading
"Cort_Inferior Frontal Gyrus, pars opercularis",0.2971964873310663,-0.11915185157934483,0.0041024715018057045,0.07751301036722641,-0.04636348281104205,0.05815220626861778,-0.018844142684306873,-0.06874933234791421,0.1457740627041266,0.03936775212156138,0.1091300170265013,0.016549082761031057,-0.1999025118905779,0.06477214644105672,0.02189459130968644,-0.12192370984736442,0.06203494658314339,-0.1256127675573539,0.02204831801840712,-0.1777196015868766,-0.15989975284808525,-0.12476711804438351,0.018769627874911723,0.10807076284045355,-0.1094919657053714,0.061076446803182034,0.1420274948059307,-0.12042786686249814,0.27186933428271076,0.018458738406902986
"Cort_Inferior Frontal Gyrus, pars triangularis",0.09078411255649126,-0.011131563811753287,0.011539830396101236,-0.21101054047809198,0.12008897977609612,0.3234409218613832,-0.16800167666954807,-0.0695628607214207,0.03237916536352431,0.029144538957888405,0.1694477354689471,0.05928587611010711,0.005993267284501443,0.22896335569352938,-0.08063595571982604,0.0965184779592758,-0.07865154439924729,0.021919175240993488,-0.08352902914244635,0.05450762149174839,-0.08832505615604191,0.17283435058640712,0.06643121345977901,0.10147278809475985,0.055324179213800576,0.10118068414566878,0.1078915722282286,-0.06444755473867436,-0.014935011370345162,-0.14571283720624037
"Cort_Inferior Temporal Gyrus, anterior division",0.0365182431248178,0.21548980465530893,0.05646267264198804,0.3505900741346134,0.0793539653444876,0.17316007138947553,0.025827347078555607,0.03923747037528083,-0.14155120684846983,-0.05111545386787146,0.06232774292436505,-0.015202530018974994,-0.07818331456329625,-0.08407582211335302,-0.12505894134322593,-0.06905037632937008,0.0193863807074465,-0.09394061440206747,-0.12854832935854127,0.07939728498676829,0.014570849074390123,0.10413354093252225,-0.17958612047470407,-0.09377817041591155,0.08592551780960975,-0.08838939197530116,0.04722380401143962,0.102264521305738,-0.001756571309695431,-0.003926898416494712
"Cort_Inferior Temporal Gyrus, posterior division",0.018872684728086016,0.13115386544938887,0.22794829412132178,0.26537037692050225,-0.012327916065135447,0.024234494147541946,0.013679065046841354,0.0717922460720441,-0.16782238338203362,-0.10443624447606362,0.032576430890294106,0.1374216756404876,0.04282658954241653,0.19053493890875997,-0.06812304526588797,0.22919232363730446,0.25663857534888734,0.010428229959932561,0.055962315374829194,-0.08863444783458548,-0.04994194884071752,-0.0018318512323121927,0.019825356265667532,-0.025389864500644822,0.13619101445986814,-0.12569859809605505,-0.006783623153930572,0.20140549424196036,-0.06941760236688754,-0.10903594209144218
"Cort_Inferior Temporal Gyrus, temporooccipital part",0.038244607667028634,-0.03275911982926083,-0.0014762043720649015,-0.1630752017856755,0.3624559331704188,0.04840671932230867,-0.1324445702763616,0.08387047642127086,-0.07166175743804892,-0.19929644589637568,0.1386613826025777,0.041751214356590065,-0.07647875148305924,0.09073699513332145,-0.11013333559384665,-0.007445105785741837,-0.11030952460496224,0.016454299674096326,0.02992530216699446,-0.17287365931181461,-0.008794463378666281,-0.01339868568587499,0.171871228448216,-0.003975699910617775,-0.15644648640403197,-0.13065574726380114,-0.06080102214798819,0.08512076264143444,0.02311852143815371,-0.1800812266926295
Cort_Insular Cortex,0.024618120588601355,-0.012984565203357121,0.35515170059515105,-0.12053171515205746,-0.08548289211806936,-0.16130304942142584,-0.018802550310705324,-0.03282173625415488,-0.10378776561120637,0.032369546617430536,-0.07104920040589745,0.19488959433135794,-0.0207096554837478,-0.17574618147353804,-0.10012087264301021,-0.041719849670795346,-0.03456553435559563,-0.12053467506500135,-0.2142318849622125,0.1410398972845148,0.10861475322808828,-0.05184453880563453,0.11489422583391626,-0.056861204597791475,0.08134399513399079,-0.09275008724421263,0.15530096404054572,-0.11934259437482592,0.03302845333081732,0.02398267286923028
Cort_Intracalcarine Cortex,-0.02070787167447798,-0.0562997002919822,-0.12973464373240656,0.11885270235783718,0.156762767375013,-0.14466685888836592,0.03877899996109105,-0.20045454203783483,0.21574845209937293,0.018312605557960715,-0.1605433446639159,0.23761202457769348,0.20766496995588868,0.13140803640701548,-0.07509860467309364,0.0032554437137157777,-0.03695932486758288,0.048771960579340266,0.01938423988107732,0.04317985409349327,-0.07396069921447447,0.14413705752264327,-0.16676942121878885,-0.10838259907057349,-0.11237072875557859,-0.05134751024107814,-0.01180382515384791,0.08199860877688354,-0.024412118033694027,-0.09810094966464883
Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.03239801334291103,-0.07979681999866363,-0.030593480810527117,-0.003616272308341273,0.13344627649787952,0.19916200497491793,0.12815419444442122,0.21876196686940788,-0.031724987074587645,-0.03824299180590915,-0.2642393135501366,0.2061132500133015,-0.08358512140019453,-0.030545473961012218,0.3816345947898136,0.16278299553523423,-0.079095031989031,-0.02831088662151643,-0.1565382661214488,-0.021619265389156907,-0.01281714394245309,0.09560216895499826,0.035580268997317505,0.00754719618926547,0.02300296208735276,0.017476650365906787,-0.05090015112318889,0.04118754475495813,-0.02379614306146528,-0.01772350331315578
"Cort_Lateral Occipital Cortex, inferior division",0.07472900594914372,-0.09081022435400785,0.10631074132439296,-0.012112417082035587,0.32274365990175896,-0.14938540221792326,-0.09142052045568483,0.14078643581411168,-0.12513175466978252,-0.036033613932409364,0.05046512334728093,0.08884331784458226,-0.003637628180753777,-0.024569592981313088,-0.274209637587983,-0.012947926596690959,-0.06419306093912049,-0.035151611256492084,-0.14817326448992912,0.06736770365713542,0.10232313266981638,-0.07448245659302691,0.26214498019564075,-0.0836576223993654,-0.1688074167611074,-0.1462650599051294,-0.07193103518064482,0.0628979290438608,0.13849462751850466,0.17224350270391126
"Cort_Lateral Occipital Cortex, superior division",0.11456380064776081,-0.0002236153112671001,-0.1092449886895617,0.24952633639827784,-0.050477117646954006,-0.010486433488431424,-0.0831203822962397,-0.12070603804928222,0.015832813112755945,-0.08213141596770764,0.08358422341315118,0.034082386280793874,0.07039013772914612,-0.20946562837407046,0.025401964899615038,0.14226342408556067,-0.22010596960032142,-0.039640721827461006,0.08713779742704142,0.3724595740313081,-0.10550999778059308,0.0278811017045643,0.13674880017270813,-0.09094077554454386,0.01075855226365216,0.05578666354877715,0.022737092672148407,-0.07598311583169295,-0.02686853467844489,-0.11188191958351656
Cort_Lingual Gyrus,-0.049440576637112016,-0.07541581324390853,0.07701016845725514,-0.08348171777126412,0.30694967869423,-0.22000126047995824,-0.08174780855676993,0.03390319105689715,-0.10337467089491796,-0.14709508755638656,-0.09206709760816739,-0.3001322634558404,-0.11849621734265728,0.1162880819737808,-0.04851389027824855,0.040959793340110656,-0.1194489357511379,-0.08862247007013102,0.18553905105458754,0.06019437379889325,0.061769651190749356,-0.011917716061631244,-0.21895043871935166,-0.12851531594820714,0.06727432927996123,0.0487376096054835,0.011311595706946021,-0.03278553104006439,0.019746411608805876,-0.03571279092317939
Cort_Middle Frontal Gyrus,-0.2379812784751043,-0.16194878798120527,-0.02539644023180681,0.0800870204329837,-0.10452117827398849,0.2503118445882276,0.07666466604385841,0.2523732765034487,-0.04862241855950113,0.09561823004654657,-0.16299155823890796,-0.09896409623978003,-0.024913323951193937,-0.08663298329575883,-0.04130304487601317,-0.054501873099449455,-0.013962819913616309,0.018740416901973256,0.1007963659910444,-0.018856499558744643,-0.013656602597047263,0.01470152677586728,-0.017444644349043276,-0.001045339977709836,-0.1655962157825327,0.1084780637663342,0.19126621824752782,-0.15854628286906536,0.08416956572117826,-0.003426074014183378
"Cort_Middle Temporal Gyrus, anterior division",0.038086597312541555,0.2849786531637985,0.09063667419647152,0.005892521747231837,0.11560300318708802,0.09584081108921194,-0.0066925183974821945,0.2143127532256222,0.2450890828239628,-0.06542009867377688,0.056436885760793906,0.008003259912742415,0.18686551879881622,0.05780693279437597,0.0903703582436375,-0.11844496974787254,-0.19739920262113939,0.18943446955141463,0.09452079268207353,-0.0682237726796844,0.21580483728235683,0.05140029274596474,0.04868857204848634,0.0790474630896691,0.0689482826203876,-0.0007223408952823293,0.05345255026020466,-0.19464593812662107,0.0689121289290887,-0.015761814179318184
"Cort_Middle Temporal Gyrus, posterior division",0.2098488202292458,-0.029411155559980952,0.024305743574545798,-0.05187436961307893,0.14510757290931908,0.14511193964925564,-0.029714848017058648,-0.06164071565735278,-0.061924867999974986,-0.10150455237471073,-0.19495557654213877,-0.05210031218720664,0.20267351077881177,-0.03375781100781314,0.017806287053171173,-0.16963255939852193,0.022496791638330627,0.19659244115148894,-0.05593623512103657,-0.06250002796022011,-0.1637363873991937,0.026839668443807724,0.18899701720493373,-0.12458973501461762,-0.06977998308898112,0.24833763294575373,-0.011832214552857379,0.15437487370119646,-0.33088892457098196,0.16339714768430186
"Cort_Middle Temporal Gyrus, temporooccipital part",0.07351922598796731,-0.1345228105273555,-0.018458497919967738,-0.00011930051247198252,0.11246522345030142,0.15593151256798077,0.14368650329676197,0.23020291498213888,-0.0891086234837642,-0.023278512298862908,-0.22652835793824025,0.1793274662813722,-0.11029728393083839,-0.07433579165604601,0.35489315608357014,0.2400682469044706,-0.04386097891475155,-0.12424250035851954,-0.09146343661312747,0.05560598028738372,0.03996764733832511,0.013874145287165442,-0.02451507925227539,-0.028540739208066532,0.008112486662993832,-0.1338871887958576,-0.043971763998609956,-0.01856062520819675,0.08102175182386892,-0.011528680563844401
Cort_Occipital Fusiform Gyrus,-0.012362797687112707,-0.0644660695366562,-0.020635991059229173,0.040038123395323685,0.10873689856044315,0.053669412625663174,-0.0035225716437642662,-0.02433491547838515,0.06277836237110143,0.32347852238289765,-0.13082417526059908,0.05610977804376861,0.004218006930469892,0.09371412450161001,-0.08233841483482968,-0.11899139085133209,0.17040875326208754,0.016729025281804866,0.05038933741928417,0.15529292760881405,0.28168198237243525,-0.2273897182295197,-0.08985428304465759,0.11636587241040275,-0.03995778581496436,0.08882237024960585,-0.2349237168329124,-0.09474600061094404,-0.18788102951806407,-0.10451773540429542
Cort_Occipital Pole,0.0847740018841397,-0.007802646771620729,-0.02008072967928902,0.23388298200725305,0.14722537103501326,-0.07725865718889922,0.03751693553944819,-0.2417541566474643,0.18144682020130753,0.060628908301403744,-0.08921671451874458,0.09385779427866806,0.051799185508056594,0.05666669025548647,0.1289607091333213,-0.014951552656722475,-0.10193266028180706,0.09635715285466294,0.06853062258977322,0.24782005416524336,-0.17372379988429676,-0.24457056669895938,0.06846430994538534,-0.07095564280223271,-0.1436391083252909,0.04045526782745427,0.15299749435904397,-0.11622445904608264,0.16384618099195108,-0.15522907862768057
Cort_Paracingulate Gyrus,-0.06813751000908885,0.015506822140278742,-0.14930403218098762,-0.06241178995996672,0.014365850026713606,-0.13353270408163556,-0.019883538125548217,0.029423087289550676,0.047008676716536774,-0.05116199091866017,0.1886818402962331,0.04269435719612494,-0.23820772419437314,-0.10023869351392914,0.09092876771763234,-0.029177030728545023,0.3039927587365584,0.40262445614626563,-0.20157338420430085,0.05177743165764333,-0.025632641526525585,0.06596936099821007,-0.1037490720092338,-0.1059072559350038,0.042458065041684125,0.05468302844066043,0.04546392957411294,-0.01863345477136423,0.0025246446025200195,0.029238540325475494
"Cort_Parahippocampal Gyrus, anterior division",0.07258481680239616,0.14769321155429727,-0.07787178607304537,0.13160082479659593,0.04565348916879374,0.0374454834664419,-0.08958769068611963,-0.05286854148907949,-0.12161602795302173,0.13591943665707606,-0.06503890537026871,-0.03604636867780482,-0.08180647504649945,0.12091906878583594,0.18325660011918618,-0.23302113672642,0.20893228675362602,-0.21044347190788817,0.07365901571556552,0.11669235765436756,0.09675286645531955,0.08080707414416677,0.15011882553455969,0.06452096888632027,-0.06820626559358513,-0.07327281185552356,-0.10007036199746866,-0.06349716503931965,-0.264773921558231,0.056671035958815674
"Cort_Parahippocampal Gyrus, posterior division",0.08550133698842642,-0.020354537834119262,-0.013719239544587848,-0.146439553456778,-0.031909135042174505,0.2404456122244829,-0.22560994694430028,-0.1131360913087685,-0.07323404744936679,0.16879780712860948,0.032600922016629647,-0.11046599400797769,0.12516115196054098,0.1228569038015482,-0.008097589915661785,0.1993090350994553,0.020314174617328554,0.07084817562708588,-0.11236878823623253,0.25652035355719977,0.057140948475464276,0.17145733632846996,-0.13441625017329645,-0.012874482619373413,0.10661835693603143,-0.04801488722356673,0.11934644433395789,-0.01134351358794232,0.002546538384660152,0.006891541032206613
Cort_Parietal Opercular Cortex,0.05505527739300731,0.0046995875933012275,0.06324381108003169,-0.15070172794579648,0.09508075190158799,0.003806509663930175,0.493457896088437,-0.09343140305118225,-0.1763166478898812,0.14327120261105433,0.2751761574310374,-0.009540161502057637,0.16766076736197516,-0.04836633805966346,0.03528382591319973,0.009329670849888366,0.024316770070943322,-0.05675095188436813,0.09256489961391162,-0.014501810419976224,0.0015013260603562173,0.06835837628141617,0.016452866890962634,-0.05150249308789709,-0.035717264173703724,0.028336875173205295,0.023953221760195986,-0.044062117391657954,0.02818304298182331,0.0018504114928628024
Cort_Planum Polare,0.016381447196201927,-0.030221867920910812,0.05517126774817028,-0.06684597419927031,-0.011571399583020217,-0.09558726062110563,-0.044803351524937376,-0.06721399997127123,-0.06645882478845798,-0.11286518578731582,-0.07785865903330376,0.1213173025193697,0.15828023957235465,-0.16878124197831218,0.01626555358179001,-0.18745884449863032,0.03742025432686566,-0.16554455763451462,-0.2728681420236568,-0.05908633845283168,0.05080713482729643,-0.11872152386532643,0.02237304968126791,0.20219122771007572,0.40422165963766143,0.15888174972955976,0.3788209112274453,-0.10517790974134447,-0.13477153029136346,-0.13801212987400407
Cort_Planum Temporale,0.14171960082858048,-0.16304797725437903,-0.11345935273695675,0.020959945172899588,-0.15654732223713727,0.015767837630072994,0.21899084440599575,0.13366094091529718,-0.038397060374723894,-0.13489406532526738,-0.017464816399912056,-0.1120019515883697,0.10306807366608034,0.23924508077624215,-0.08131133769448341,-0.21883661845711705,-0.07822165762852737,0.07373401340813668,-0.14977333032797238,0.023608284977602645,0.09013220567879965,-0.12949517430547502,-0.0031837367604059807,-0.050053654106300915,0.006260820678325289,0.008272248237326522,-0.04568341986973004,0.11541176754400556,-0.12283006712878801,-0.14718316270834303
Cort_Postcentral Gyrus,-0.10901021458574628,-0.07192966373730118,0.13505347790250208,0.0698874367989201,0.007774316842958984,-0.12334711459919107,-0.16225927818804325,-0.12086850188631157,-0.06291100153236019,-0.05336811251342922,0.0682888070232367,-0.12444291460615302,0.1547542465701112,0.010663386012899304,0.1943721265128732,-0.048739950614625036,-0.11953472487157459,-0.13104703498835407,-0.1381197505657459,-0.2409581955958355,-0.06580780423646741,0.08472382538542424,-0.2422886524518371,0.3188643664520449,-0.08812959560668711,-0.044670960333925765,-0.25784246122923216,-0.22556421893949763,0.004725982806896439,0.16668915150187885
Cort_Precentral Gyrus,0.27960414981721343,-0.012250216267344875,0.3036113621105075,0.09827131938133722,-0.11595386557021824,0.0074174035452899,0.037118093954444084,-0.15023400490821961,0.05282668831899465,-0.0028719078441736406,-0.08351795228190419,-0.03493333085605121,-0.09440409496586155,0.2367026267578977,0.044820709666870774,0.01549226059485009,0.034066478750332675,0.07947301549396979,-0.06812021350193449,-0.1752567971813936,-0.06306675782462685,0.09868723740246747,0.09812519445963216,-0.1143932692330343,-0.005672785653714289,0.04340336147575337,0.006417889774055389,-0.03623069248027784,-0.023144868158515325,0.10891421501020669
Cort_Precuneous Cortex,-0.13756123857753505,-0.12513299720163992,0.1848728810204364,0.04795092404636746,0.030271983669744,-0.008428628770443806,-0.2151884409071116,0.20352588740913108,-0.13049526275261006,0.36654825531255114,0.0054747333051051224,0.07856941043920918,0.07535014802504442,-0.03216891321945531,-0.20666855223324518,-0.03473885848627385,0.06139625021175486,0.0019508960181926248,0.010555516695652047,0.06358150732265432,0.04369150373486348,-0.042722817407931546,0.07252569061715833,-0.0009636388142357352,-0.10278758176771959,-0.006479047867035696,-0.0018119986324340034,-0.05310472867963484,-0.015766501880410018,0.004251365817252263
Cort_Subcallosal Cortex,-0.03898283838259717,0.24156141389110514,-0.07969215893933813,-0.10293872251475217,-0.051306653758722516,-0.08583336782590253,0.007524133474166065,0.15607660767911993,0.16060696114757916,0.08566412869717993,-0.014288735240265873,-0.14201729918105604,0.12054571835403712,0.03723748724363845,-0.016704896123007944,0.2598670250446193,0.15792010670950826,-0.2343847331006973,-0.21832443129170034,-0.0771970660036859,-0.20372952535138758,-0.2210960340047028,0.018171271736099354,-0.1167022151053133,-0.12374013804474612,0.09686540622447538,-0.0025036576094533713,0.15394777514897,-0.010474577237556985,0.034293563273281515
Cort_Superior Frontal Gyrus,-0.15605197751122268,-0.05475484247937171,-0.037037665282936366,0.1125643320536943,-0.23606770135159302,0.1503187202549854,0.007832389249193453,-0.0243745773574779,-0.17395717618746917,-0.16727958042096366,0.009464079400721422,-0.18128682767615728,0.08935638499534741,0.19737591612635602,-0.03474947608223386,-0.0064650827382586856,-0.06259666794201384,0.0036260365056510232,-0.12921474389748927,-0.005817752125618105,-0.15345760395631494,0.0870717664423574,0.03531412435213172,0.007313521219149396,-0.089509740172531,-0.07486340450643471,-0.1655072791837041,-0.1852892802932807,0.006841636514621877,0.021309814883339672
Cort_Superior Parietal Lobule,-0.08889200076762124,-0.09817142528607302,0.19917835336129422,0.06046407992657841,-0.130477600826932,0.008729736086190824,-0.06349362680054652,0.28189099812198104,-0.08511972562451915,0.10598874688614282,0.032050259642406126,0.1045669544550055,0.011500015927540902,0.05771729664660462,-0.050734461702053514,0.019326214540670003,0.04513825151799673,0.1532298007117851,0.24630447441139006,0.02970647570738628,-0.27940331027601806,-0.047583428341817065,-0.02791279921220708,0.008145427938311823,0.0069666816372983605,0.16972353787014124,-0.008966505724458512,-0.02852321889560725,-0.13529876025956386,-0.19234679318027456
"Cort_Superior Temporal Gyrus, anterior division",0.377753299497808,-0.1584234741637649,-0.07675639228658672,0.07054020419429181,-0.1209630326925228,-0.11031224719715714,-0.06559615865836316,0.19671637996794197,0.018079043482062865,-0.006592411000306155,0.03669593147572472,-0.14982033884273593,0.1281093843658672,-0.11021337493084102,-0.008641622489200538,0.09093322700155608,0.033270113210494646,-0.001973142796214368,0.050617503298044486,-0.012897427696495295,0.0985370434515438,0.07273804547758404,-0.05760140345784641,0.041105472810348945,0.02998192768458586,-0.02912728412302683,-0.035786071252832424,-0.034103047026847196,0.019181456994466464,-0.1427378837395329
"Cort_Superior Temporal Gyrus, posterior division",0.1926029587900351,-0.07508412255953231,0.01294829459620786,-0.07012095901337669,0.06181804987780363,0.05419437387775659,-0.11221767174330427,-0.017879828078672583,-0.06390142068031059,-0.03306850583165398,-0.23815198735944929,-0.2246374814923766,0.28081134508431704,-0.2192579755355659,-0.028136519097596468,-0.028158675380650384,0.18410673692959884,0.15788046417352142,0.057371541844765575,0.027514757538651135,-0.06957473360962889,-0.004416906739818382,-0.0006613714617587814,-0.11907430487954089,0.058102256847787734,-0.06393687452374376,0.014285838435568462,0.00817162407856649,0.012150621159888497,0.2331877389441081
Cort_Supracalcarine Cortex,0.1768251495651211,0.010385821222073746,-0.058022437567904865,-0.05246005427849523,-0.012938812330784966,0.0012925113093268153,-0.11196248969969283,0.002329275956931338,-0.07607925302668356,0.019401561439452288,-0.13914922404671606,-0.20928552722305796,0.2435073624226074,-0.21802588265943235,0.004969889058071051,0.04513204461250971,0.17590213603081264,0.08538682621586811,0.0945699069832327,-0.01923713661060696,0.012399392801035365,0.0440904006425533,-0.09362789567423539,0.12016191548948106,0.01711266827404596,-0.2073813761351043,-0.060366104915925776,0.020124793556032177,0.2578073107501965,-0.3192099156230207
"Cort_Supramarginal Gyrus, anterior division",0.24466531683759757,-0.09964374563101505,0.0886516246790964,-0.21043569255716804,-0.03075899929682374,0.07792596376334612,-0.04845671060399364,0.06636250933219383,-0.03771770662155476,-0.046452918488927984,0.06743803513720394,0.1687563827736238,-0.013063934275634974,-0.1047300499688943,0.043509529118892006,-0.17896514890705378,-0.002370025465883244,-0.018275461203278977,0.11178531536568512,-0.07754980582609786,-0.19683463608116386,-0.16735654853971813,-0.2024549865489594,-0.09028711384858722,-0.014938770255996754,-0.13201151721022744,-0.09288547537105536,0.12968952291267674,-0.035171057613380505,0.05670732032137852
