pmid,Cort_Angular Gyrus,Cort_Central Opercular Cortex,"Cort_Cingulate Gyrus, anterior division","Cort_Cingulate Gyrus, posterior division",Cort_Cuneal Cortex,Cort_Frontal Medial Cortex,Cort_Frontal Opercular Cortex,Cort_Frontal Orbital Cortex,Cort_Frontal Pole,Cort_Heschl's Gyrus (includes H1 and H2),"Cort_Inferior Frontal Gyrus, pars opercularis","Cort_Inferior Frontal Gyrus, pars triangularis","Cort_Inferior Temporal Gyrus, anterior division","Cort_Inferior Temporal Gyrus, posterior division","Cort_Inferior Temporal Gyrus, temporooccipital part",Cort_Insular Cortex,Cort_Intracalcarine Cortex,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),"Cort_Lateral Occipital Cortex, inferior division","Cort_Lateral Occipital Cortex, superior division",Cort_Lingual Gyrus,Cort_Middle Frontal Gyrus,"Cort_Middle Temporal Gyrus, anterior division","Cort_Middle Temporal Gyrus, posterior division","Cort_Middle Temporal Gyrus, temporooccipital part",Cort_Occipital Fusiform Gyrus,Cort_Occipital Pole,Cort_Paracingulate Gyrus,"Cort_Parahippocampal Gyrus, anterior division","Cort_Parahippocampal Gyrus, posterior division",Cort_Parietal Opercular Cortex,Cort_Planum Polare,Cort_Planum Temporale,Cort_Postcentral Gyrus,Cort_Precentral Gyrus,Cort_Precuneous Cortex,Cort_Subcallosal Cortex,Cort_Superior Frontal Gyrus,Cort_Superior Parietal Lobule,"Cort_Superior Temporal Gyrus, anterior division","Cort_Superior Temporal Gyrus, posterior division",Cort_Supracalcarine Cortex,"Cort_Supramarginal Gyrus, anterior division","Cort_Supramarginal Gyrus, posterior division","Cort_Temporal Fusiform Cortex, anterior division","Cort_Temporal Fusiform Cortex, posterior division",Cort_Temporal Occipital Fusiform Cortex,Cort_Temporal Pole,Sub_Brain-Stem,Sub_Left Accumbens,Sub_Left Amygdala,Sub_Left Caudate,Sub_Left Hippocampus,Sub_Left Pallidum,Sub_Left Putamen,Sub_Left Thalamus,Sub_Right Accumbens,Sub_Right Amygdala,Sub_Right Caudate,Sub_Right Hippocampus,Sub_Right Pallidum,Sub_Right Putamen,Sub_Right Thalamus
23691237,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23840533,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.0,0.014598540145985401,0.0,0.043795620437956206,0.0,0.072992700729927,0.0,0.043795620437956206,0.0,0.0,0.0,0.0,0.0,0.0,0.0364963503649635,0.021897810218978103,0.0072992700729927005,0.0,0.014598540145985401,0.0,0.0,0.029197080291970802,0.0072992700729927005,0.058394160583941604,0.0,0.043795620437956206,0.0,0.014598540145985401,0.0,0.0,0.16058394160583941,0.145985401459854,0.08029197080291971,0.0,0.014598540145985401,0.014598540145985401,0.0,0.0,0.0,0.051094890510948905,0.0364963503649635,0.0,0.014598540145985401,0.014598540145985401,0.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24062782,0.007142857142857143,0.02857142857142857,0.03571428571428571,0.0,0.0,0.014285714285714285,0.0,0.05714285714285714,0.03571428571428571,0.0,0.014285714285714285,0.0,0.0,0.0,0.007142857142857143,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.0,0.08571428571428572,0.03571428571428571,0.0,0.007142857142857143,0.02857142857142857,0.0,0.007142857142857143,0.0,0.014285714285714285,0.007142857142857143,0.03571428571428571,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.10714285714285714,0.02857142857142857,0.02857142857142857,0.02142857142857143,0.007142857142857143,0.0,0.02142857142857143,0.03571428571428571,0.014285714285714285,0.04285714285714286,0.02142857142857143,0.0,0.0,0.007142857142857143,0.07142857142857142,0.02857142857142857,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.03571428571428571,0.0,0.02142857142857143,0.0,0.02142857142857143,0.0,0.0,0.0
24603951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
24734108,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24734113,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24821143,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24915066,0.028169014084507043,0.028169014084507043,0.07042253521126761,0.08450704225352113,0.0,0.0,0.0,0.0,0.056338028169014086,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.028169014084507043,0.056338028169014086,0.0,0.0,0.14084507042253522,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.0,0.0,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.028169014084507043,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086
24963329,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
24968124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.17391304347826086,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25220656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
25228908,0.022598870056497175,0.05084745762711865,0.03389830508474576,0.0,0.005649717514124294,0.0,0.005649717514124294,0.011299435028248588,0.1016949152542373,0.005649717514124294,0.011299435028248588,0.022598870056497175,0.0,0.0,0.0,0.03389830508474576,0.0,0.02824858757062147,0.05649717514124294,0.07344632768361582,0.01694915254237288,0.022598870056497175,0.0,0.011299435028248588,0.005649717514124294,0.01694915254237288,0.005649717514124294,0.011299435028248588,0.0,0.011299435028248588,0.02824858757062147,0.011299435028248588,0.005649717514124294,0.07909604519774012,0.07909604519774012,0.05084745762711865,0.0,0.022598870056497175,0.03954802259887006,0.0,0.005649717514124294,0.0,0.005649717514124294,0.011299435028248588,0.0,0.01694915254237288,0.005649717514124294,0.022598870056497175,0.005649717514124294,0.0,0.0,0.0,0.005649717514124294,0.0,0.011299435028248588,0.005649717514124294,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.01694915254237288
25452777,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25525442,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25741269,0.03111111111111111,0.035555555555555556,0.07555555555555556,0.035555555555555556,0.008888888888888889,0.0,0.0,0.0,0.035555555555555556,0.008888888888888889,0.0044444444444444444,0.008888888888888889,0.0,0.0,0.0,0.02666666666666667,0.0044444444444444444,0.0044444444444444444,0.013333333333333334,0.09777777777777778,0.04,0.03111111111111111,0.0,0.008888888888888889,0.035555555555555556,0.008888888888888889,0.0044444444444444444,0.03111111111111111,0.0,0.0044444444444444444,0.0044444444444444444,0.0,0.0,0.08888888888888889,0.09333333333333334,0.04,0.008888888888888889,0.04,0.0044444444444444444,0.008888888888888889,0.02666666666666667,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.008888888888888889,0.0044444444444444444,0.008888888888888889,0.0,0.0,0.0,0.017777777777777778,0.0,0.013333333333333334,0.0,0.0,0.008888888888888889,0.017777777777777778,0.013333333333333334,0.0,0.0044444444444444444,0.0044444444444444444
26161117,0.03773584905660377,0.0660377358490566,0.05660377358490566,0.0,0.0,0.018867924528301886,0.018867924528301886,0.0,0.10377358490566038,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.03773584905660377,0.0,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.14150943396226415,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.03773584905660377,0.018867924528301886,0.0,0.0,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0,0.018867924528301886,0.02830188679245283,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.02830188679245283,0.018867924528301886,0.0,0.0,0.0
26211895,0.0,0.0,0.013422818791946308,0.04697986577181208,0.0,0.013422818791946308,0.013422818791946308,0.0,0.06040268456375839,0.0,0.0,0.0,0.0,0.0,0.0,0.03355704697986577,0.026845637583892617,0.013422818791946308,0.0,0.12080536912751678,0.040268456375838924,0.0,0.04697986577181208,0.020134228187919462,0.0,0.020134228187919462,0.020134228187919462,0.09395973154362416,0.0,0.013422818791946308,0.013422818791946308,0.0,0.0,0.10067114093959731,0.020134228187919462,0.1342281879194631,0.0,0.013422818791946308,0.06711409395973154,0.0,0.0,0.0,0.026845637583892617,0.0,0.0,0.013422818791946308,0.0,0.013422818791946308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26467429,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
26839078,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27242492,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
27688791,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27803655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27812501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27857211,0.012987012987012988,0.0,0.07792207792207792,0.05194805194805195,0.012987012987012988,0.0,0.012987012987012988,0.0,0.07792207792207792,0.0,0.05194805194805195,0.012987012987012988,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.025974025974025976,0.0,0.1038961038961039,0.05194805194805195,0.025974025974025976,0.012987012987012988,0.0,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.0,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.045454545454545456,0.06493506493506493,0.025974025974025976,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.03896103896103896,0.0,0.0,0.0,0.01948051948051948,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.025974025974025976,0.012987012987012988
28334999,0.10256410256410256,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.07692307692307693,0.02564102564102564,0.15384615384615385,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564
28443010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
