pmid,raw_type,std_type,raw_value,parsed_value,t_value,n,status
40634927,Z,z,3.31,3.31,3.4527407189501846,74.0,converted
40634927,Z,z,3.52,3.52,3.690734920752324,74.0,converted
40634927,Z,z,3.66,3.66,3.8514244484261932,74.0,converted
40634927,Z,z,4.41,4.41,4.743595542376319,74.0,converted
40634927,Z,z,3.31,3.31,3.4527407189501846,74.0,converted
40634927,Z,z,3.58,3.58,3.7593969953840323,74.0,converted
40634927,Z,z,3.89,3.89,4.119178689293419,74.0,converted
40634927,Z,z,3.16,3.16,3.2848488928654263,74.0,converted
40634927,Z,z,3.52,3.52,3.690734920752324,74.0,converted
40634927,Z,z,4.03,4.03,4.284585993540326,74.0,converted
40634927,Z,z,4.4,4.4,4.731317783986072,74.0,converted
40634927,Z,z,3.61,3.61,3.7938426016904385,74.0,converted
40634927,Z,z,3.29,3.29,3.4302566601448587,74.0,converted
40634927,Z,z,3.28,3.28,3.419026162307086,74.0,converted
40634927,Z,z,3.74,3.74,3.944012226110081,74.0,converted
40634927,Z,z,3.37,3.37,3.5203794371855097,74.0,converted
40634927,Z,z,3.15,3.15,3.27371566740429,74.0,converted
39089662,p,p_value,4.11,4.11,4.11,50.0,converted
39089662,p,p_value,6.05,6.05,6.05,50.0,converted
39089662,p,p_value,6.06,6.06,6.06,50.0,converted
39089662,p,p_value,7.1,7.1,7.1,50.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,2.33,2.33,2.407254922309223,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.62,3.62,3.8922470157057325,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,2.39,2.39,2.472838114231639,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,-2.99,-2.99,-3.1456454040394566,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,3.89,3.89,4.227563495421087,52.0,converted
36530635,Z,z,2.85,2.85,2.9856732129227126,52.0,converted
36530635,Z,z,2.8,2.8,2.929007008565403,52.0,converted
36530635,Z,z,2.84,2.84,2.974320739114719,52.0,converted
36530635,Z,z,2.98,2.98,3.134153307863482,52.0,converted
36530635,Z,z,2.94,2.94,3.0882869833599442,52.0,converted
29343693,Peak (z-score),z,5.57,5.57,6.731987745898324,47.0,converted
29343693,Peak (z-score),z,5.39,5.39,6.434908263323127,47.0,converted
29343693,Peak (z-score),z,5.24,5.24,6.194387411612386,47.0,converted
29343693,Peak (z-score),z,5.11,5.11,5.990848381527109,47.0,converted
29343693,Peak (z-score),z,5.10,5.1,5.975374204085616,47.0,converted
29343693,Peak (z-score),z,5.09,5.09,5.959925670501586,47.0,converted
29343693,Peak (z-score),z,4.96,4.96,5.7613880976650655,47.0,converted
29343693,Peak (z-score),z,4.83,4.83,5.566978081256828,47.0,converted
29343693,Peak (z-score),z,4.77,4.77,5.4785912724137775,47.0,converted
29343693,Peak (z-score),z,4.77,4.77,5.4785912724137775,47.0,converted
29343693,Peak (z-score),z,4.64,4.64,5.289884573244221,47.0,converted
29343693,Peak (z-score),z,4.62,4.62,5.261184293693191,47.0,converted
29343693,Peak (z-score),z,4.43,4.43,4.992766975186848,47.0,converted
29343693,Peak (z-score),z,4.37,4.37,4.909545474658855,47.0,converted
29343693,Peak (z-score),z,4.32,4.32,4.840739537773162,47.0,converted
29343693,Peak (z-score),z,4.28,4.28,4.786045326917584,47.0,converted
29343693,Peak (z-score),z,4.23,4.23,4.71810838577315,47.0,converted
29343693,Peak (z-score),z,4.17,4.17,4.6372045449075845,47.0,converted
29343693,Peak (z-score),z,4.14,4.14,4.597002170222168,47.0,converted
29343693,Peak (z-score),z,4.11,4.11,4.556963737534447,47.0,converted
29343693,Peak (z-score),z,4.07,4.07,4.503831077881355,47.0,converted
29343693,Peak (z-score),z,3.97,3.97,4.37223300638914,47.0,converted
29343693,Peak (z-score),z,3.90,3.9,4.281136046565308,47.0,converted
29343693,Peak (z-score),z,3.87,3.87,4.242345722120853,47.0,converted
29343693,Peak (z-score),z,3.86,3.86,4.229448653157743,47.0,converted
29343693,Peak (z-score),z,3.82,3.82,4.178023924532452,47.0,converted
29343693,Peak (z-score),z,3.80,3.8,4.152408828916796,47.0,converted
29343693,Peak (z-score),z,3.67,3.67,3.987453920221966,47.0,converted
29343693,Peak (z-score),z,3.59,3.59,3.8872344404628896,47.0,converted
29343693,Peak (z-score),z,3.48,3.48,3.750974199972243,47.0,converted
29343693,Peak (z-score),z,3.45,3.45,3.714113350746533,47.0,converted
29343693,Peak (z-score),z,3.41,3.41,3.6651615492319327,47.0,converted
29343693,Peak (z-score),z,3.08,3.08,3.2694158477563424,47.0,converted
29343693,Peak (z-score),z,3.00,3.0,3.175526070612928,47.0,converted
29343693,Peak (z-score),z,2.85,2.85,3.001474494786329,47.0,converted
29343693,Peak (z-score),z,2.80,2.8,2.944011838847353,47.0,converted
29343693,Peak (z-score),z,4.67,4.67,5.333098794972179,47.0,converted
29343693,Peak (z-score),z,3.35,3.35,3.5921466910656035,47.0,converted
29343693,Peak (z-score),z,3.27,3.27,3.4955459528740134,47.0,converted
29343693,t,t,-4.36,-4.36,-4.36,47.0,converted
29343693,t,t,-3.99,-3.99,-3.99,47.0,converted
29343693,t,t,-4.69,-4.69,-4.69,47.0,converted
29343693,t,t,-3.59,-3.59,-3.59,47.0,converted
29343693,t,t,-3.71,-3.71,-3.71,47.0,converted
29343693,t,t,-5.39,-5.39,-5.39,47.0,converted
29343693,t,t,-4.96,-4.96,-4.96,47.0,converted
29343693,t,t,-4.23,-4.23,-4.23,47.0,converted
29343693,t,t,-4.53,-4.53,-4.53,47.0,converted
29343693,t,t,-4.59,-4.59,-4.59,47.0,converted
29343693,t,t,-6.36,-6.36,-6.36,47.0,converted
29343693,t,t,-7.85,-7.85,-7.85,47.0,converted
29343693,t,t,-7.85,-7.85,-7.85,47.0,converted
29343693,t,t,-4.93,-4.93,-4.93,47.0,converted
29343693,t,t,-9.06,-9.06,-9.06,47.0,converted
29343693,t,t,-7.18,-7.18,-7.18,47.0,converted
29343693,t,t,-8.9,-8.9,-8.9,47.0,converted
29343693,t,t,-4.77,-4.77,-4.77,47.0,converted
29343693,t,t,-6.11,-6.11,-6.11,47.0,converted
29343693,t,t,-4.44,-4.44,-4.44,47.0,converted
29343693,t,t,-3.44,-3.44,-3.44,47.0,converted
29343693,t,t,-7.19,-7.19,-7.19,47.0,converted
29343693,t,t,-4.77,-4.77,-4.77,47.0,converted
29343693,t,t,-3.51,-3.51,-3.51,47.0,converted
29343693,t,t,-3.93,-3.93,-3.93,47.0,converted
29343693,t,t,-5.74,-5.74,-5.74,47.0,converted
29343693,t,t,-3.5,-3.5,-3.5,47.0,converted
29343693,t,t,-13.0,-13.0,-13.0,47.0,converted
29343693,t,t,-4.2,-4.2,-4.2,47.0,converted
29343693,t,t,-5.76,-5.76,-5.76,47.0,converted
29343693,t,t,-8.15,-8.15,-8.15,47.0,converted
29343693,t,t,-4.17,-4.17,-4.17,47.0,converted
29343693,t,t,-4.9,-4.9,-4.9,47.0,converted
29343693,t,t,-4.9,-4.9,-4.9,47.0,converted
29343693,t,t,-4.6,-4.6,-4.6,47.0,converted
29343693,t,t,-7.14,-7.14,-7.14,47.0,converted
29343693,t,t,-3.45,-3.45,-3.45,47.0,converted
29343693,t,t,-3.95,-3.95,-3.95,47.0,converted
29343693,t,t,-6.5,-6.5,-6.5,47.0,converted
29343693,t,t,-5.46,-5.46,-5.46,47.0,converted
29343693,t,t,-5.85,-5.85,-5.85,47.0,converted
29343693,t,t,-5.85,-5.85,-5.85,47.0,converted
29343693,t,t,-3.88,-3.88,-3.88,47.0,converted
29343693,t,t,-3.97,-3.97,-3.97,47.0,converted
29343693,t,t,-4.75,-4.75,-4.75,47.0,converted
29343693,t,t,-3.97,-3.97,-3.97,47.0,converted
29343693,t,t,-5.87,-5.87,-5.87,47.0,converted
29343693,t,t,-7.46,-7.46,-7.46,47.0,converted
29343693,t,t,-6.06,-6.06,-6.06,47.0,converted
29343693,t,t,-5.7,-5.7,-5.7,47.0,converted
29343693,t,t,-8.83,-8.83,-8.83,47.0,converted
29343693,t,t,-8.7,-8.7,-8.7,47.0,converted
29343693,t,t,-7.47,-7.47,-7.47,47.0,converted
29343693,t,t,-5.85,-5.85,-5.85,47.0,converted
29343693,t,t,-3.4,-3.4,-3.4,47.0,converted
29343693,t,t,-3.6,-3.6,-3.6,47.0,converted
29343693,t,t,-4.17,-4.17,-4.17,47.0,converted
29343693,Z,z,5.57,5.57,6.731987745898324,47.0,converted
29343693,Z,z,5.39,5.39,6.434908263323127,47.0,converted
29343693,Z,z,5.24,5.24,6.194387411612386,47.0,converted
29343693,Z,z,5.11,5.11,5.990848381527109,47.0,converted
29343693,Z,z,5.1,5.1,5.975374204085616,47.0,converted
29343693,Z,z,5.09,5.09,5.959925670501586,47.0,converted
29343693,Z,z,4.96,4.96,5.7613880976650655,47.0,converted
29343693,Z,z,4.83,4.83,5.566978081256828,47.0,converted
29343693,Z,z,4.77,4.77,5.4785912724137775,47.0,converted
29343693,Z,z,4.77,4.77,5.4785912724137775,47.0,converted
29343693,Z,z,4.64,4.64,5.289884573244221,47.0,converted
29343693,Z,z,4.62,4.62,5.261184293693191,47.0,converted
29343693,Z,z,4.43,4.43,4.992766975186848,47.0,converted
29343693,Z,z,4.37,4.37,4.909545474658855,47.0,converted
29343693,Z,z,4.32,4.32,4.840739537773162,47.0,converted
29343693,Z,z,4.28,4.28,4.786045326917584,47.0,converted
29343693,Z,z,4.23,4.23,4.71810838577315,47.0,converted
29343693,Z,z,4.17,4.17,4.6372045449075845,47.0,converted
29343693,Z,z,4.14,4.14,4.597002170222168,47.0,converted
29343693,Z,z,4.11,4.11,4.556963737534447,47.0,converted
29343693,Z,z,4.07,4.07,4.503831077881355,47.0,converted
29343693,Z,z,3.97,3.97,4.37223300638914,47.0,converted
29343693,Z,z,3.9,3.9,4.281136046565308,47.0,converted
29343693,Z,z,3.87,3.87,4.242345722120853,47.0,converted
29343693,Z,z,3.86,3.86,4.229448653157743,47.0,converted
29343693,Z,z,3.82,3.82,4.178023924532452,47.0,converted
29343693,Z,z,3.8,3.8,4.152408828916796,47.0,converted
29343693,Z,z,3.67,3.67,3.987453920221966,47.0,converted
29343693,Z,z,3.59,3.59,3.8872344404628896,47.0,converted
29343693,Z,z,3.48,3.48,3.750974199972243,47.0,converted
29343693,Z,z,3.45,3.45,3.714113350746533,47.0,converted
29343693,Z,z,3.41,3.41,3.6651615492319327,47.0,converted
29343693,Z,z,3.08,3.08,3.2694158477563424,47.0,converted
29343693,Z,z,3.0,3.0,3.175526070612928,47.0,converted
29343693,Z,z,2.85,2.85,3.001474494786329,47.0,converted
29343693,Z,z,2.8,2.8,2.944011838847353,47.0,converted
29343693,Z,z,4.67,4.67,5.333098794972179,47.0,converted
29343693,Z,z,3.35,3.35,3.5921466910656035,47.0,converted
29343693,Z,z,3.27,3.27,3.4955459528740134,47.0,converted
35048524,t,t,4.52,4.52,4.52,60.0,converted
40022556,t,t,13.51,13.51,13.51,197.0,converted
40022556,t,t,13.13,13.13,13.13,197.0,converted
40022556,t,t,13.24,13.24,13.24,197.0,converted
40022556,t,t,13.02,13.02,13.02,197.0,converted
24062782,t,t,-4.01,-4.01,-4.01,59.0,converted
24062782,t,t,-2.86,-2.86,-2.86,59.0,converted
24062782,t,t,3.31,3.31,3.31,59.0,converted
24062782,t,t,3.71,3.71,3.71,59.0,converted
24062782,t,t,3.36,3.36,3.36,59.0,converted
24062782,t,t,3.2,3.2,3.2,59.0,converted
24062782,t,t,3.55,3.55,3.55,59.0,converted
24062782,t,t,3.18,3.18,3.18,59.0,converted
24062782,t,t,-4.53,-4.53,-4.53,59.0,converted
24062782,t,t,3.01,3.01,3.01,59.0,converted
24062782,t,t,-5.38,-5.38,-5.38,59.0,converted
24062782,t,t,3.38,3.38,3.38,59.0,converted
24062782,t,t,4.07,4.07,4.07,59.0,converted
24062782,t,t,3.28,3.28,3.28,59.0,converted
39648209,t,t,22.48,22.48,22.48,35.0,converted
39648209,t,t,16.14,16.14,16.14,35.0,converted
39648209,t,t,17.84,17.84,17.84,35.0,converted
39648209,t,t,15.99,15.99,15.99,35.0,converted
39648209,t,t,14.62,14.62,14.62,35.0,converted
39648209,t,t,10.79,10.79,10.79,35.0,converted
39648209,t,t,-11.41,-11.41,-11.41,35.0,converted
39648209,t,t,20.91,20.91,20.91,35.0,converted
39648209,t,t,21.03,21.03,21.03,35.0,converted
39648209,t,t,17.67,17.67,17.67,35.0,converted
39648209,t,t,16.18,16.18,16.18,35.0,converted
39648209,t,t,12.3,12.3,12.3,35.0,converted
39648209,t,t,11.15,11.15,11.15,35.0,converted
39648209,t,t,11.9,11.9,11.9,35.0,converted
39648209,t,t,-13.62,-13.62,-13.62,35.0,converted
39648209,t,t,11.1,11.1,11.1,35.0,converted
39648209,t,t,9.89,9.89,9.89,35.0,converted
39648209,t,t,10.35,10.35,10.35,35.0,converted
39648209,t,t,16.29,16.29,16.29,35.0,converted
39648209,t,t,10.29,10.29,10.29,35.0,converted
24963329,t,t,2.579,2.579,2.579,15.0,converted
24963329,t,t,3.877,3.877,3.877,15.0,converted
24963329,t,t,3.382,3.382,3.382,15.0,converted
24963329,t,t,4.358,4.358,4.358,15.0,converted
25228908,Z,z,5.57,5.57,26.850106085388862,9.0,converted
25228908,Z,z,5.39,5.39,23.184333874889088,9.0,converted
25228908,Z,z,5.24,5.24,20.57878607194125,9.0,converted
25228908,Z,z,5.11,5.11,18.600271919962125,9.0,converted
25228908,Z,z,5.1,5.1,18.457763453410152,9.0,converted
25228908,Z,z,5.09,5.09,18.316566174601334,9.0,converted
25228908,Z,z,4.96,4.96,16.59424363908359,9.0,converted
25228908,Z,z,4.83,4.83,15.063458097017142,9.0,converted
25228908,Z,z,4.77,4.77,14.414708539359856,9.0,converted
25228908,Z,z,4.77,4.77,14.414708539359856,9.0,converted
25228908,Z,z,4.64,4.64,13.121205236325007,9.0,converted
25228908,Z,z,4.62,4.62,12.934878065311446,9.0,converted
25228908,Z,z,4.43,4.43,11.315102527128861,9.0,converted
25228908,Z,z,4.37,4.37,10.855236752455724,9.0,converted
25228908,Z,z,4.32,4.32,10.489131102954211,9.0,converted
25228908,Z,z,4.28,4.28,10.206907135955667,9.0,converted
25228908,Z,z,4.23,4.23,9.86685307415799,9.0,converted
25228908,Z,z,4.17,4.17,9.47655937699411,9.0,converted
25228908,Z,z,4.14,4.14,9.288357396366681,9.0,converted
25228908,Z,z,4.11,4.11,9.104607740909838,9.0,converted
25228908,Z,z,4.07,4.07,8.86631338778563,9.0,converted
25228908,Z,z,3.97,3.97,8.302323563639671,9.0,converted
25228908,Z,z,3.9,3.9,7.932759343064053,9.0,converted
25228908,Z,z,3.87,3.87,7.780338961036934,9.0,converted
25228908,Z,z,3.86,3.86,7.730299925850293,9.0,converted
25228908,Z,z,3.82,3.82,7.533886465052257,9.0,converted
25228908,Z,z,3.8,3.8,7.437876165950053,9.0,converted
25228908,Z,z,3.67,3.67,6.847439756908216,9.0,converted
25228908,Z,z,3.59,3.59,6.511060699279156,9.0,converted
25228908,Z,z,3.48,3.48,6.078897609247402,9.0,converted
25228908,Z,z,3.45,3.45,5.966732390602681,9.0,converted
25228908,Z,z,3.41,3.41,5.820771020711346,9.0,converted
25228908,Z,z,3.08,3.08,4.755600442154956,9.0,converted
25228908,Z,z,3.0,3.0,4.529973678733427,9.0,converted
25228908,Z,z,2.85,2.85,4.135832378941291,9.0,converted
25228908,Z,z,2.8,2.8,4.012159211899471,9.0,converted
25228908,Z,z,4.67,4.67,13.406817665591038,9.0,converted
25228908,Z,z,3.35,3.35,5.609226301939722,9.0,converted
25228908,Z,z,3.27,3.27,5.34023780339361,9.0,converted
29951105,t,t,10.425,10.425,10.425,21.0,converted
29951105,t,t,12.005,12.005,12.005,21.0,converted
29951105,t,t,6.0288,6.0288,6.0288,21.0,converted
35464313,t,t,4.42,4.42,4.42,115.0,converted
35464313,t,t,4.65,4.65,4.65,115.0,converted
35464313,t,t,4.42,4.42,4.42,115.0,converted
35464313,t,t,-5.7,-5.7,-5.7,115.0,converted
35464313,t,t,3.89,3.89,3.89,115.0,converted
35464313,t,t,4.38,4.38,4.38,115.0,converted
26161117,Peak Z-score,z,-3.60,-3.6,-4.1471543110833196,28.0,converted
26161117,Peak Z-score,z,-3.46,-3.46,-3.94453556525379,28.0,converted
26161117,Peak Z-score,z,-3.01,-3.01,-3.328904093188616,28.0,converted
26161117,Peak Z-score,z,4.19,4.19,5.0706051319526795,28.0,converted
26161117,Peak Z-score,z,4.01,4.01,4.77591933816789,28.0,converted
26161117,Peak Z-score,z,3.69,3.69,4.280496644606372,28.0,converted
26161117,Peak Z-score,z,3.44,3.44,3.91604903541934,28.0,converted
26161117,Peak Z-score,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Peak Z-score,z,5.67,5.67,8.091587212160542,28.0,converted
26161117,Peak Z-score,z,4.57,4.57,5.736006541659491,28.0,converted
26161117,Peak Z-score,z,3.58,3.58,4.117856930449149,28.0,converted
26161117,Peak Z-score,z,4.43,4.43,5.483580920479467,28.0,converted
26161117,Peak Z-score,z,3.01,3.01,3.328904093188616,28.0,converted
26161117,Peak Z-score,z,4.88,4.88,6.32849244884722,28.0,converted
26161117,Peak Z-score,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Peak Z-score,z,3.03,3.03,3.3552116648897816,28.0,converted
26161117,Peak Z-score,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Peak Z-score,z,4.75,4.75,6.074128485306697,28.0,converted
26161117,Peak Z-score,z,3.89,3.89,4.586060260908857,28.0,converted
26161117,Peak Z-score,z,3.76,3.76,4.385957132981756,28.0,converted
26161117,Peak Z-score,z,3.35,3.35,3.7892250430964194,28.0,converted
26161117,Peak Z-score,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Peak Z-score,z,3.25,3.25,3.6508448265126,28.0,converted
26161117,Peak Z-score,z,3.24,3.24,3.637148993611487,28.0,converted
26161117,Z,z,-3.6,-3.6,-4.1471543110833196,28.0,converted
26161117,Z,z,-3.46,-3.46,-3.94453556525379,28.0,converted
26161117,Z,z,-3.01,-3.01,-3.328904093188616,28.0,converted
26161117,Z,z,4.19,4.19,5.0706051319526795,28.0,converted
26161117,Z,z,4.01,4.01,4.77591933816789,28.0,converted
26161117,Z,z,3.69,3.69,4.280496644606372,28.0,converted
26161117,Z,z,3.44,3.44,3.91604903541934,28.0,converted
26161117,Z,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Z,z,5.67,5.67,8.091587212160542,28.0,converted
26161117,Z,z,4.57,4.57,5.736006541659491,28.0,converted
26161117,Z,z,3.58,3.58,4.117856930449149,28.0,converted
26161117,Z,z,4.43,4.43,5.483580920479467,28.0,converted
26161117,Z,z,3.01,3.01,3.328904093188616,28.0,converted
26161117,Z,z,4.88,4.88,6.32849244884722,28.0,converted
26161117,Z,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Z,z,3.03,3.03,3.3552116648897816,28.0,converted
26161117,Z,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Z,z,4.75,4.75,6.074128485306697,28.0,converted
26161117,Z,z,3.89,3.89,4.586060260908857,28.0,converted
26161117,Z,z,3.76,3.76,4.385957132981756,28.0,converted
26161117,Z,z,3.35,3.35,3.7892250430964194,28.0,converted
26161117,Z,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Z,z,3.25,3.25,3.6508448265126,28.0,converted
26161117,Z,z,3.24,3.24,3.637148993611487,28.0,converted
26161117,Z,z,4.19,4.19,5.0706051319526795,28.0,converted
26161117,Z,z,4.01,4.01,4.77591933816789,28.0,converted
26161117,Z,z,3.69,3.69,4.280496644606372,28.0,converted
26161117,Z,z,3.44,3.44,3.91604903541934,28.0,converted
26161117,Z,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Z,z,5.67,5.67,8.091587212160542,28.0,converted
26161117,Z,z,4.57,4.57,5.736006541659491,28.0,converted
26161117,Z,z,3.58,3.58,4.117856930449149,28.0,converted
26161117,Z,z,4.43,4.43,5.483580920479467,28.0,converted
26161117,Z,z,3.01,3.01,3.328904093188616,28.0,converted
26161117,Z,z,4.88,4.88,6.32849244884722,28.0,converted
26161117,Z,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Z,z,3.03,3.03,3.3552116648897816,28.0,converted
26161117,Z,z,3.23,3.23,3.6234785222266686,28.0,converted
26161117,Z,z,4.75,4.75,6.074128485306697,28.0,converted
26161117,Z,z,3.89,3.89,4.586060260908857,28.0,converted
26161117,Z,z,3.76,3.76,4.385957132981756,28.0,converted
26161117,Z,z,3.35,3.35,3.7892250430964194,28.0,converted
26161117,Z,z,3.45,3.45,3.9302782909525176,28.0,converted
26161117,Z,z,3.25,3.25,3.6508448265126,28.0,converted
26161117,Z,z,3.24,3.24,3.637148993611487,28.0,converted
25741269,T-value,t,22.48,22.48,22.48,45.0,converted
25741269,T-value,t,16.14,16.14,16.14,45.0,converted
25741269,T-value,t,17.84,17.84,17.84,45.0,converted
25741269,T-value,t,15.99,15.99,15.99,45.0,converted
25741269,T-value,t,−15.45,-15.45,-15.45,45.0,converted
25741269,T-value,t,−13.00,-13.0,-13.0,45.0,converted
25741269,T-value,t,14.62,14.62,14.62,45.0,converted
25741269,T-value,t,−11.76,-11.76,-11.76,45.0,converted
25741269,T-value,t,−12.98,-12.98,-12.98,45.0,converted
25741269,T-value,t,−10.91,-10.91,-10.91,45.0,converted
25741269,T-value,t,−11.23,-11.23,-11.23,45.0,converted
25741269,T-value,t,−11.06,-11.06,-11.06,45.0,converted
25741269,T-value,t,−11.85,-11.85,-11.85,45.0,converted
25741269,T-value,t,−16.07,-16.07,-16.07,45.0,converted
25741269,T-value,t,−10.36,-10.36,-10.36,45.0,converted
25741269,T-value,t,−10.44,-10.44,-10.44,45.0,converted
25741269,T-value,t,−10.93,-10.93,-10.93,45.0,converted
25741269,T-value,t,−10.97,-10.97,-10.97,45.0,converted
25741269,T-value,t,−10.66,-10.66,-10.66,45.0,converted
25741269,T-value,t,−11.23,-11.23,-11.23,45.0,converted
25741269,T-value,t,−9.83,-9.83,-9.83,45.0,converted
25741269,T-value,t,10.79,10.79,10.79,45.0,converted
25741269,T-value,t,−10.19,-10.19,-10.19,45.0,converted
25741269,T-value,t,−9.99,-9.99,-9.99,45.0,converted
25741269,T-value,t,−10.66,-10.66,-10.66,45.0,converted
25741269,T-value,t,−10.97,-10.97,-10.97,45.0,converted
25741269,T-value,t,−10.02,-10.02,-10.02,45.0,converted
25741269,T-value,t,−11.41,-11.41,-11.41,45.0,converted
25741269,T-value,t,20.91,20.91,20.91,45.0,converted
25741269,T-value,t,21.03,21.03,21.03,45.0,converted
25741269,T-value,t,−14.44,-14.44,-14.44,45.0,converted
25741269,T-value,t,17.67,17.67,17.67,45.0,converted
25741269,T-value,t,−11.90,-11.9,-11.9,45.0,converted
25741269,T-value,t,16.18,16.18,16.18,45.0,converted
25741269,T-value,t,−12.76,-12.76,-12.76,45.0,converted
25741269,T-value,t,−12.81,-12.81,-12.81,45.0,converted
25741269,T-value,t,−11.26,-11.26,-11.26,45.0,converted
25741269,T-value,t,−12.50,-12.5,-12.5,45.0,converted
25741269,T-value,t,12.30,12.3,12.3,45.0,converted
25741269,T-value,t,11.15,11.15,11.15,45.0,converted
25741269,T-value,t,−11.80,-11.8,-11.8,45.0,converted
25741269,T-value,t,−11.43,-11.43,-11.43,45.0,converted
25741269,T-value,t,11.90,11.9,11.9,45.0,converted
25741269,T-value,t,−10.74,-10.74,-10.74,45.0,converted
25741269,T-value,t,−13.62,-13.62,-13.62,45.0,converted
25741269,T-value,t,−12.91,-12.91,-12.91,45.0,converted
25741269,T-value,t,−11.13,-11.13,-11.13,45.0,converted
25741269,T-value,t,11.10,11.1,11.1,45.0,converted
25741269,T-value,t,9.89,9.89,9.89,45.0,converted
25741269,T-value,t,10.35,10.35,10.35,45.0,converted
25741269,T-value,t,−11.96,-11.96,-11.96,45.0,converted
25741269,T-value,t,−11.38,-11.38,-11.38,45.0,converted
25741269,T-value,t,−10.99,-10.99,-10.99,45.0,converted
25741269,T-value,t,10.20,10.2,10.2,45.0,converted
25741269,T-value,t,−11.34,-11.34,-11.34,45.0,converted
25741269,T-value,t,16.29,16.29,16.29,45.0,converted
25741269,T-value,t,10.29,10.29,10.29,45.0,converted
25741269,T-value,t,83.81,83.81,83.81,45.0,converted
25741269,T-value,t,28.31,28.31,28.31,45.0,converted
25741269,T-value,t,29.27,29.27,29.27,45.0,converted
25741269,T-value,t,18.80,18.8,18.8,45.0,converted
25741269,T-value,t,14.60,14.6,14.6,45.0,converted
